lemma,poscode,surface
PREMESSI,3,PREMESSI
PRESTAGIACOMO,3,PRESTAGIACOMO
PRESTI,3,PRESTI
PRESTIFILIPPO,3,PRESTIFILIPPO
PRESTIGIOVANNI,3,PRESTIGIOVANNI
PRETE,3,PRETE
PREVITE,3,PREVITE
PREVOSTI,3,PREVOSTI
PRIMICERI,3,PRIMICERI
PRINCIPE,3,PRINCIPE
PRINCISVALLI,3,PRINCISVALLI
PRINELLI,3,PRINELLI
PRIVITERI,3,PRIVITERI
PROCHILO,3,PROCHILO
PROIETTI,3,PROIETTI
PROLO,3,PROLO
PROSDOCIMI,3,PROSDOCIMI
PROVANA,3,PROVANA
PROVENZALI,3,PROVENZALI
PRUDENTE,3,PRUDENTE
PRUNERI,3,PRUNERI
PUCCINI,3,PUCCINI
PUDDU,3,PUDDU
PUGLIESE,3,PUGLIESE
PUGLISE,3,PUGLISE
PULCI,3,PULCI
PULEGA,3,PULEGA
PULISCI,3,PULISCI
PUNZIO,3,PUNZIO
PUSTERLA,3,PUSTERLA
PUTZU,3,PUTZU
QUAGLIA,3,QUAGLIA
QUAGLIONI,3,QUAGLIONI
QUARENGHI,3,QUARENGHI
QUARTIANI,3,QUARTIANI
QUASSI,3,QUASSI
QUATTRINI,3,QUATTRINI
QUER,3,QUER
QUERO,3,QUERO
QUILICI,3,QUILICI
QUINTARELLI,3,QUINTARELLI
QUIRICO,3,QUIRICO
RACAR,3,RACAR
RACCHETTI,3,RACCHETTI
RACHINO,3,RACHINO
RADICCHI,3,RADICCHI
RADINO,3,RADINO
RAFFAGLIO,3,RAFFAGLIO
RAGGI,3,RAGGI
RAGGIOTTO,3,RAGGIOTTO
RAGONESE,3,RAGONESE
RAGUSEO,3,RAGUSEO
RAGUSINI,3,RAGUSINI
RAIA,3,RAIA
RAINE',3,RAINE'
RAISI,3,RAISI
RALLO,3,RALLO
RAMAGLIE,3,RAMAGLIE
RAMELLI,3,RAMELLI
RAMPINELLI,3,RAMPINELLI
RANCATI,3,RANCATI
RANGHETTI,3,RANGHETTI
RANIERI,3,RANIERI
RANZANI,3,RANZANI
RAPALLO,3,RAPALLO
RAPETTI,3,RAPETTI
RAPISARDO,3,RAPISARDO
RASTELLI,3,RASTELLI
RASTELLO,3,RASTELLO
RASTRELLO,3,RASTRELLO
RATTICHIERI,3,RATTICHIERI
RAVAGNAN,3,RAVAGNAN
RAVAGNINI,3,RAVAGNINI
RAVANETTI,3,RAVANETTI
RAVAZZANI,3,RAVAZZANI
RAVELLI,3,RAVELLI
RAVENNI,3,RAVENNI
RAVIELE,3,RAVIELE
RAVIZZINI,3,RAVIZZINI
RAZETO,3,RAZETO
REALE,3,REALE
REATI,3,REATI
REBIZZO,3,REBIZZO
REBUZZINI,3,REBUZZINI
RECCAGNI,3,RECCAGNI
RECINE,3,RECINE
REDIGONDA,3,REDIGONDA
REDONDI,3,REDONDI
REGAZZIN,3,REGAZZIN
REGAZZOLA,3,REGAZZOLA
REGGIARDI,3,REGGIARDI
REGOLI,3,REGOLI
REINA,3,REINA
REMERSARO,3,REMERSARO
REMONDINO,3,REMONDINO
RENDINA,3,RENDINA
RENIERI,3,RENIERI
RENNE,3,RENNE
REPETTO,3,REPETTO
RESA,3,RESA
RESCONI,3,RESCONI
RESTELLI,3,RESTELLI
RETTORI,3,RETTORI
REVELANT,3,REVELANT
REVERE,3,REVERE
REYNERO,3,REYNERO
REZZOAGLI,3,REZZOAGLI
RIBAUDO,3,RIBAUDO
RIBOLA,3,RIBOLA
RIBONI,3,RIBONI
RICASOLI,3,RICASOLI
RICCELLI,3,RICCELLI
RICCHITELLI,3,RICCHITELLI
RICCI,3,RICCI
RICCIO,3,RICCIO
RICCO,3,RICCO
RICCOBONI,3,RICCOBONI
RICCUCCI,3,RICCUCCI
RICETTO,3,RICETTO
RICHETTO,3,RICHETTO
RIEFOLI,3,RIEFOLI
RIGANO,3,RIGANO
RIGGIO,3,RIGGIO
RIGHINI,3,RIGHINI
RIGONI,3,RIGONI
RIGUER,3,RIGUER
RIMOLA,3,RIMOLA
RIMOLO,3,RIMOLO
RIMONDO,3,RIMONDO
RINAUDI,3,RINAUDI
RINIERI,3,RINIERI
RIO,3,RIO
RIOLO,3,RIOLO
RIPOLI,3,RIPOLI
RISI,3,RISI
RISPOLI,3,RISPOLI
RITORTO,3,RITORTO
RIVALTA,3,RIVALTA
RIVETTI,3,RIVETTI
RIVOLTA,3,RIVOLTA
RIZZARDINI,3,RIZZARDINI
RIZZATI,3,RIZZATI
RIZZETTO,3,RIZZETTO
RIZZOTTI,3,RIZZOTTI
RIZZUTO,3,RIZZUTO
ROASIO,3,ROASIO
ROBBIATI,3,ROBBIATI
ROBERTI,3,ROBERTI
ROBUSTELLI,3,ROBUSTELLI
ROCA,3,ROCA
ROCCO,3,ROCCO
RODA,3,RODA
RODRIGO,3,RODRIGO
RODRIQUEZ,3,RODRIQUEZ
ROFRANO,3,ROFRANO
ROGGERO,3,ROGGERO
ROGNONI,3,ROGNONI
ROLANDO,3,ROLANDO
ROLDO,3,ROLDO
ROMANELLI,3,ROMANELLI
ROMANO,3,ROMANO
ROMEI,3,ROMEI
ROMITO,3,ROMITO
RONCAGLI,3,RONCAGLI
RONCALLI,3,RONCALLI
RONCAROLO,3,RONCAROLO
RONCHI,3,RONCHI
RONCONE,3,RONCONE
RONDANA,3,RONDANA
RONDANINI,3,RONDANINI
RONDINA,3,RONDINA
RONDININI,3,RONDININI
ROPOLO,3,ROPOLO
ROSALIA,3,ROSALIA
ROSATI,3,ROSATI
ROSCIO,3,ROSCIO
ROSI,3,ROSI
ROSPIGLIOSI,3,ROSPIGLIOSI
ROSSATO,3,ROSSATO
ROSSELLINO,3,ROSSELLINO
ROSSETTI,3,ROSSETTI
ROSSINI,3,ROSSINI
ROTA,3,ROTA
ROTTA,3,ROTTA
ROVARIS,3,ROVARIS
ROVATI,3,ROVATI
ROVEGNO,3,ROVEGNO
ROVERE,3,ROVERE
ROVERSO,3,ROVERSO
ROVITO,3,ROVITO
ROZZI,3,ROZZI
RUBANU,3,RUBANU
RUBATTO,3,RUBATTO
RUBBIO,3,RUBBIO
RUBINO,3,RUBINO
RUFFINONI,3,RUFFINONI
RUGGERO,3,RUGGERO
RUGGIERO,3,RUGGIERO
RUIU,3,RUIU
RUOTOLO,3,RUOTOLO
RUPENA,3,RUPENA
RUSCA,3,RUSCA
RUSSI,3,RUSSI
RUSTICHELLO,3,RUSTICHELLO
RUTIGLIANO,3,RUTIGLIANO
SABADINI,3,SABADINI
SABATINI,3,SABATINI
SABATTOLI,3,SABATTOLI
SABBATINI,3,SABBATINI
SABELLA,3,SABELLA
SABINO,3,SABINO
SACCARDO,3,SACCARDO
SACCHI,3,SACCHI
SACCOMANI,3,SACCOMANI
SACCOMANO,3,SACCOMANO
SAGGINA,3,SAGGINA
SAGGINI,3,SAGGINI
SAGINI,3,SAGINI
SALA,3,SALA
SALAMON,3,SALAMON
SALANITRI,3,SALANITRI
SALATI,3,SALATI
SALERNI,3,SALERNI
SALLUSTI,3,SALLUSTI
SALNITRI,3,SALNITRI
SALOMONE,3,SALOMONE
SALPETRI,3,SALPETRI
SALPIETRO,3,SALPIETRO
SALVADEI,3,SALVADEI
SALVADORE,3,SALVADORE
SALVANESCHI,3,SALVANESCHI
SALVATO,3,SALVATO
SALVEMINI,3,SALVEMINI
SALVIATI,3,SALVIATI
SALVINI,3,SALVINI
SALVUCCI,3,SALVUCCI
SAMBIAGIO,3,SAMBIAGIO
SAMMATARO,3,SAMMATARO
SANBIAGIO,3,SANBIAGIO
SANDONNINI,3,SANDONNINI
SANDRIN,3,SANDRIN
SANDULLI,3,SANDULLI
SANFRANCESCO,3,SANFRANCESCO
SANGERVASI,3,SANGERVASI
SANGIORGI,3,SANGIORGI
SANGUINETTI,3,SANGUINETTI
SANNELLA,3,SANNELLA
SANNINI,3,SANNINI
SANSALVADORE,3,SANSALVADORE
SANSONE,3,SANSONE
SANSONI,3,SANSONI
SANTAERA,3,SANTAERA
SANTAGOSTINO,3,SANTAGOSTINO
SANTANGELO,3,SANTANGELO
SANTECECCA,3,SANTECECCA
SANTIA,3,SANTIA
SANTINI,3,SANTINI
SANTO,3,SANTO
SANTONE,3,SANTONE
SANTORO,3,SANTORO
SANTUS,3,SANTUS
SANZENI,3,SANZENI
SANZOGNI,3,SANZOGNI
SAPIO,3,SAPIO
SARA,3,SARA
SARACENI,3,SARACENI
SARACINO,3,SARACINO
SARCI',3,SARCI'
SARDELLA,3,SARDELLA
SARDINI,3,SARDINI
SARESANI,3,SARESANI
SARNO,3,SARNO
SARRA,3,SARRA
SARTI,3,SARTI
SARTO,3,SARTO
SARTORI,3,SARTORI
SARZOLA,3,SARZOLA
SASSONE,3,SASSONE
SAUDA,3,SAUDA
SAVELLA,3,SAVELLA
SAVI,3,SAVI
SAVIANO,3,SAVIANO
SAVIOLI,3,SAVIOLI
SAVOLDELLI,3,SAVOLDELLI
SBARAGLI,3,SBARAGLI
SBARDELLA,3,SBARDELLA
SBERNA,3,SBERNA
SCACCABAROZZI,3,SCACCABAROZZI
SCACCO,3,SCACCO
SCAGLIA,3,SCAGLIA
SCALCIONE,3,SCALCIONE
SCALFARI,3,SCALFARI
SCALISI,3,SCALISI
SCALZI,3,SCALZI
SCAMBIALI,3,SCAMBIALI
SCAMPITELLI,3,SCAMPITELLI
SCANDELLA,3,SCANDELLA
SCANDIANI,3,SCANDIANI
SCANNAPIECORO,3,SCANNAPIECORO
SCANTAMBURLO,3,SCANTAMBURLO
SCANZANO,3,SCANZANO
SCAPINI,3,SCAPINI
SCAPPINI,3,SCAPPINI
SCARABELLO,3,SCARABELLO
SCARANO,3,SCARANO
SCARCELLA,3,SCARCELLA
SCARFI',3,SCARFI'
SCARIATI,3,SCARIATI
SCARLATA,3,SCARLATA
SCARLATTO,3,SCARLATTO
SCARPA,3,SCARPA
SCARPELLINI,3,SCARPELLINI
SCARPULLA,3,SCARPULLA
SCARSO,3,SCARSO
SCARZO,3,SCARZO
SCAVUZZO,3,SCAVUZZO
SCAZZOSO,3,SCAZZOSO
SCHETTINI,3,SCHETTINI
SCHIANO,3,SCHIANO
SCHIAVINI,3,SCHIAVINI
SCHIAVON,3,SCHIAVON
SCHIEPATI,3,SCHIEPATI
SCHIFANI,3,SCHIFANI
SCHINO,3,SCHINO
SCHIRATTI,3,SCHIRATTI
SCHIROS,3,SCHIROS
SCHISANO,3,SCHISANO
SCIACCA,3,SCIACCA
SCIALPI,3,SCIALPI
SCIANNAMBLO,3,SCIANNAMBLO
SCIASCIA,3,SCIASCIA
SCICLONE,3,SCICLONE
SCILINI,3,SCILINI
SCIORTINO,3,SCIORTINO
SCIVETTI,3,SCIVETTI
SCOGNAMIGLIO,3,SCOGNAMIGLIO
SCOLARIS,3,SCOLARIS
SCONFIETTI,3,SCONFIETTI
SCORDIO,3,SCORDIO
SCORNAIENCHI,3,SCORNAIENCHI
SCORZA,3,SCORZA
SCOTTI,3,SCOTTI
SCRITTORI,3,SCRITTORI
SCUDERA,3,SCUDERA
SCUDIERI,3,SCUDIERI
SCURATTI,3,SCURATTI
SCUTERI,3,SCUTERI
SEBASTIANO,3,SEBASTIANO
SECCIANI,3,SECCIANI
SECOLI,3,SECOLI
SECONDO,3,SECONDO
SECURI,3,SECURI
SEDRAN,3,SEDRAN
SEGALINI,3,SEGALINI
SEGHIZZI,3,SEGHIZZI
SEIDNER,3,SEIDNER
SELLA,3,SELLA
SELLERI,3,SELLERI
SELVA,3,SELVA
SEMBENI,3,SEMBENI
SEMENTA,3,SEMENTA
SEMINARI,3,SEMINARI
SENES,3,SENES
SEPI,3,SEPI
SERAFINI,3,SERAFINI
SERALLEGRI,3,SERALLEGRI
SERAO,3,SERAO
SERAVALLI,3,SERAVALLI
SEREN,3,SEREN
SERENELLI,3,SERENELLI
SERFILIPPI,3,SERFILIPPI
SERNESE,3,SERNESE
SERPICI,3,SERPICI
SERRADIMIGNI,3,SERRADIMIGNI
SERRATO,3,SERRATO
SERVELLI,3,SERVELLI
SERVENTI,3,SERVENTI
SERVILLI,3,SERVILLI
SESSAREGO,3,SESSAREGO
SESSO,3,SESSO
SETTI,3,SETTI
SETTO,3,SETTO
SEVERI,3,SEVERI
SEVERO,3,SEVERO
SFOGLIARINI,3,SFOGLIARINI
SFORZA,3,SFORZA
SGARAMELLA,3,SGARAMELLA
SGARZI,3,SGARZI
SGRO,3,SGRO
SGUERRI,3,SGUERRI
SIBALDI,3,SIBALDI
SIBRA,3,SIBRA
SICCARDI,3,SICCARDI
SICIGNANO,3,SICIGNANO
SICUTERI,3,SICUTERI
SIENA,3,SIENA
SIGNORI,3,SIGNORI
SILANI,3,SILANI
SILINI,3,SILINI
SILVA,3,SILVA
SILVESTRE,3,SILVESTRE
SIMAZ,3,SIMAZ
SIMEONI,3,SIMEONI
SIMINI,3,SIMINI
SIMIONATI,3,SIMIONATI
SIMIONI,3,SIMIONI
SIMONCELLI,3,SIMONCELLI
SIMONELLI,3,SIMONELLI
SINAGOGA,3,SINAGOGA
SION,3,SION
SIRI,3,SIRI
SIRONE,3,SIRONE
SISINNA,3,SISINNA
SISTI,3,SISTI
SIVERIO,3,SIVERIO
SIVIERO,3,SIVIERO
SOARDO,3,SOARDO
SOBRERO,3,SOBRERO
SOFFIATI,3,SOFFIATI
SOFFRITTI,3,SOFFRITTI
SOLDANO,3,SOLDANO
SOLDINI,3,SOLDINI
SOLIMEO,3,SOLIMEO
SOLLAI,3,SOLLAI
SOMASCHINI,3,SOMASCHINI
SOMMA,3,SOMMA
SONCINI,3,SONCINI
SONVICO,3,SONVICO
SORA,3,SORA
SORBI,3,SORBI
SORCINELLI,3,SORCINELLI
SORESINA,3,SORESINA
SORICE,3,SORICE
SORO,3,SORO
SORRENTO,3,SORRENTO
SOSIO,3,SOSIO
SOZZI,3,SOZZI
SPADACCINI,3,SPADACCINI
SPADINI,3,SPADINI
SPAGHI,3,SPAGHI
SPAGNOLI,3,SPAGNOLI
SPALMA,3,SPALMA
SPANO',3,SPANO'
SPAZZADESCHI,3,SPAZZADESCHI
SPELTA,3,SPELTA
SPERANZA,3,SPERANZA
SPERI,3,SPERI
SPEZIGA,3,SPEZIGA
SPIEZIE,3,SPIEZIE
SPINACI,3,SPINACI
SPINELLI,3,SPINELLI
SPINOSA,3,SPINOSA
SPINOZZI,3,SPINOZZI
SPIOTTI,3,SPIOTTI
SPITALERE,3,SPITALERE
SPITALIERI,3,SPITALIERI
SPOLTI,3,SPOLTI
SPORTELLI,3,SPORTELLI
SPREAFICHI,3,SPREAFICHI
SQUILLACE,3,SQUILLACE
STAGNARI,3,STAGNARI
STAMBOGLI,3,STAMBOGLI
STAMPA,3,STAMPA
STANGALINI,3,STANGALINI
STARACE,3,STARACE
STEFANEL,3,STEFANEL
STEFANI,3,STEFANI
STEFANON,3,STEFANON
STELLA,3,STELLA
STIGLIANI,3,STIGLIANI
STILLANTI,3,STILLANTI
STOCCO,3,STOCCO
STOPPANI,3,STOPPANI
STORRI,3,STORRI
STRACQUADAGNO,3,STRACQUADAGNO
STRADA,3,STRADA
STRAFFORELLI,3,STRAFFORELLI
STRAMACCIONI,3,STRAMACCIONI
STRIANESE,3,STRIANESE
STROPPA,3,STROPPA
STUCCHI,3,STUCCHI
STUPPA,3,STUPPA
STURA,3,STURA
STUTO,3,STUTO
SUCCU,3,SUCCU
SUMMA,3,SUMMA
SUSANI,3,SUSANI
TABARELLI,3,TABARELLI
TACCARI,3,TACCARI
TACCHINI,3,TACCHINI
TACCON,3,TACCON
TADDE',3,TADDE'
TADE',3,TADE'
TADIELLO,3,TADIELLO
TAFFAREL,3,TAFFAREL
TAFFURI,3,TAFFURI
TAGIASCO,3,TAGIASCO
TAGLIACOZZO,3,TAGLIACOZZO
TAGLIAFIERRO,3,TAGLIAFIERRO
TAGLIAPIETRA,3,TAGLIAPIETRA
TAGLIAVIA,3,TAGLIAVIA
TAGLIERI,3,TAGLIERI
TAIBI,3,TAIBI
TAIOCCHI,3,TAIOCCHI
TALAMI,3,TALAMI
TALEVI,3,TALEVI
TALLEVI,3,TALLEVI
TAMAGNI,3,TAMAGNI
TAMANTI,3,TAMANTI
TAMBORINI,3,TAMBORINI
TAMBURINI,3,TAMBURINI
TAMBURRI,3,TAMBURRI
TAMELLI,3,TAMELLI
TAMONE,3,TAMONE
TANCREDI,3,TANCREDI
TANINO,3,TANINO
TANZER,3,TANZER
TANZINI,3,TANZINI
TARABELLI,3,TARABELLI
TARALLO,3,TARALLO
TARARAN,3,TARARAN
TARAVELLO,3,TARAVELLO
TARDIVI,3,TARDIVI
TARENZI,3,TARENZI
TARIBELLO,3,TARIBELLO
TARQUINIO,3,TARQUINIO
TASIN,3,TASIN
TASSARO,3,TASSARO
TASSISTRO,3,TASSISTRO
TASSONI,3,TASSONI
TATULLI,3,TATULLI
TAVAZZI,3,TAVAZZI
TAVELLI,3,TAVELLI
TAVERNI,3,TAVERNI
TAZZARI,3,TAZZARI
TEATINO,3,TEATINO
TECCHIO,3,TECCHIO
TEDESCO,3,TEDESCO
TEGNER,3,TEGNER
TELESIO,3,TELESIO
TELLOLI,3,TELLOLI
TENCHIRI,3,TENCHIRI
TENTORI,3,TENTORI
TEOTINO,3,TEOTINO
TERENZIO,3,TERENZIO
TERRACCIANO,3,TERRACCIANO
TERRANOVA,3,TERRANOVA
TERUZZI,3,TERUZZI
TERZI,3,TERZI
TERZONI,3,TERZONI
TESSARIN,3,TESSARIN
TESSERA,3,TESSERA
TESTORIO,3,TESTORIO
TETTAMANZI,3,TETTAMANZI
THUN,3,THUN
TIBOLLO,3,TIBOLLO
TIERNO,3,TIERNO
TINTI,3,TINTI
TIRALONGO,3,TIRALONGO
TIRINZONI,3,TIRINZONI
TIVEGNA,3,TIVEGNA
TOAJARI,3,TOAJARI
TODARI,3,TODARI
TODERI,3,TODERI
TODON,3,TODON
TOFANI,3,TOFANI
TOFFANETTI,3,TOFFANETTI
TOFFOLI,3,TOFFOLI
TOGNETTO,3,TOGNETTO
TOGNINI,3,TOGNINI
TOLA,3,TOLA
TOLETTI,3,TOLETTI
TOLOMEI,3,TOLOMEI
TOLOTTI,3,TOLOTTI
TOMARCHIO,3,TOMARCHIO
TOMASI,3,TOMASI
TOMASINO,3,TOMASINO
TOMBOLATO,3,TOMBOLATO
TOMIO,3,TOMIO
TOMMASELLI,3,TOMMASELLI
TOMMASINI,3,TOMMASINI
TONA,3,TONA
TONELLA,3,TONELLA
TONINELLI,3,TONINELLI
TONOLI,3,TONOLI
TORASSA,3,TORASSA
TORIBIO,3,TORIBIO
TORNESE,3,TORNESE
TORNO,3,TORNO
TORRE,3,TORRE
TORRES,3,TORRES
TORRETTA,3,TORRETTA
TORRIANI,3,TORRIANI
TORTORA,3,TORTORA
TOSA,3,TOSA
TOSATTI,3,TOSATTI
TOSCANI,3,TOSCANI
TOSI,3,TOSI
TOSINO,3,TOSINO
TOSOLINI,3,TOSOLINI
TOSTI,3,TOSTI
TOTARO,3,TOTARO
TOVAGLIARI,3,TOVAGLIARI
TOVINI,3,TOVINI
TOZZI,3,TOZZI
TRABUCCO,3,TRABUCCO
TRAININI,3,TRAININI
TRAMONTANA,3,TRAMONTANA
TRAMONTE,3,TRAMONTE
TRAMONTINI,3,TRAMONTINI
TRAPATTONI,3,TRAPATTONI
TRASI,3,TRASI
TRAVAGLIA,3,TRAVAGLIA
TRAVERSINI,3,TRAVERSINI
TREBALDI,3,TREBALDI
TREGLIA,3,TREGLIA
TREMOLATERRA,3,TREMOLATERRA
TRENTI,3,TRENTI
TREQUATTRINI,3,TREQUATTRINI
TREU,3,TREU
TREZZA,3,TREZZA
TRICERRI,3,TRICERRI
TRIGGIANO,3,TRIGGIANO
TRIMARCHI,3,TRIMARCHI
TRINCHI,3,TRINCHI
TRIPICCHIO,3,TRIPICCHIO
TRIULZIO,3,TRIULZIO
TROCELLO,3,TROCELLO
TROIANO,3,TROIANO
TROISI,3,TROISI
TROLESI,3,TROLESI
TROMBADORI,3,TROMBADORI
TROMBY,3,TROMBY
TRONCON,3,TRONCON
TROSINO,3,TROSINO
TROVARELLO,3,TROVARELLO
TRUFFO,3,TRUFFO
TUCCERI,3,TUCCERI
TUDISCO,3,TUDISCO
TUFO,3,TUFO
TULLI,3,TULLI
TUMELLO,3,TUMELLO
TUNIOLI,3,TUNIOLI
TUOTO,3,TUOTO
TUPPUTI,3,TUPPUTI
TURATI,3,TURATI
TURCHETTA,3,TURCHETTA
TURCHI,3,TURCHI
TURCO,3,TURCO
TURI,3,TURI
TURINA,3,TURINA
TURLE,3,TURLE
TURNISI,3,TURNISI
TUROTTI,3,TUROTTI
TURRI,3,TURRI
TURRINO,3,TURRINO
TUSCANO,3,TUSCANO
TUZI,3,TUZI
UBALDI,3,UBALDI
UBBIALI,3,UBBIALI
UBERTINO,3,UBERTINO
UBOLDI,3,UBOLDI
UCCHINO,3,UCCHINO
UGGERI,3,UGGERI
UGOLINO,3,UGOLINO
ULLI,3,ULLI
URBANI,3,URBANI
URBINI,3,URBINI
URPI,3,URPI
URSI,3,URSI
URSO,3,URSO
URZINI,3,URZINI
USEGLIO,3,USEGLIO
USSEGLIO,3,USSEGLIO
VACALEBRE,3,VACALEBRE
VACCARI,3,VACCARI
VACCARONI,3,VACCARONI
VAGLIO,3,VAGLIO
VAIRETTI,3,VAIRETTI
VAJNA,3,VAJNA
VALCARENGHI,3,VALCARENGHI
VALDEMARIN,3,VALDEMARIN
VALENT,3,VALENT
VALENTINI,3,VALENTINI
VALENZIA,3,VALENZIA
VALERIANO,3,VALERIANO
VALIANTE,3,VALIANTE
VALLARINO,3,VALLARINO
VALLETTA,3,VALLETTA
VALPREDA,3,VALPREDA
VALTANCOLI,3,VALTANCOLI
VANAZZI,3,VANAZZI
VANNI,3,VANNI
VANNINO,3,VANNINO
VANNUCCI,3,VANNUCCI
VANONI,3,VANONI
VANZETTI,3,VANZETTI
VANZIN,3,VANZIN
VANZULLI,3,VANZULLI
VARANA,3,VARANA
VARANO,3,VARANO
VARESI,3,VARESI
VARISCHETTI,3,VARISCHETTI
VARNER,3,VARNER
VASETTI,3,VASETTI
VASINI,3,VASINI
VASSALLO,3,VASSALLO
VASTA,3,VASTA
VECCHIO,3,VECCHIO
VECCHIOTTI,3,VECCHIOTTI
VEDOVATI,3,VEDOVATI
VEDOVELLO,3,VEDOVELLO
VELENO,3,VELENO
VENCHIARUTTI,3,VENCHIARUTTI
VENDRAME,3,VENDRAME
VENDRAMINI,3,VENDRAMINI
VENERI,3,VENERI
VENNERI,3,VENNERI
VENTRICI,3,VENTRICI
VENTRIGLIO,3,VENTRIGLIO
VENTURINI,3,VENTURINI
VERANOLI,3,VERANOLI
VERCELLESE,3,VERCELLESE
VERDA,3,VERDA
VERDERIO,3,VERDERIO
VERGANI,3,VERGANI
VERGORI,3,VERGORI
VERNASSA,3,VERNASSA
VEROLI,3,VEROLI
VERONELLI,3,VERONELLI
VERRANDO,3,VERRANDO
VERRUA,3,VERRUA
VERTOLA,3,VERTOLA
VESCHI,3,VESCHI
VESCOVI,3,VESCOVI
VESPE,3,VESPE
VESPUCCI,3,VESPUCCI
VEZZANI,3,VEZZANI
VEZZONI,3,VEZZONI
VIALARDI,3,VIALARDI
VIANO,3,VIANO
VICENTIN,3,VICENTIN
VICINI,3,VICINI
VIDON,3,VIDON
VIERO,3,VIERO
VIGANO,3,VIGANO
VIGGIANO,3,VIGGIANO
VIGLIA,3,VIGLIA
VIGLIO,3,VIGLIO
VIGNATI,3,VIGNATI
VIGNE,3,VIGNE
VIGNOLE,3,VIGNOLE
VIGO,3,VIGO
VIGONE,3,VIGONE
VILARDI,3,VILARDI
VILLAN,3,VILLAN
VILLORESI,3,VILLORESI
VINCENZA,3,VINCENZA
VINCI,3,VINCI
VIO,3,VIO
VIOLANTI,3,VIOLANTI
VIRGA,3,VIRGA
VIROLI,3,VIROLI
VIRZIO,3,VIRZIO
VISCONTI,3,VISCONTI
VISENTIN,3,VISENTIN
VISMARA,3,VISMARA
VITALI,3,VITALI
VITARI,3,VITARI
VITELLIO,3,VITELLIO
VITI,3,VITI
VITTI,3,VITTI
VIVALDINI,3,VIVALDINI
VIVENTI,3,VIVENTI
VIVENZIO,3,VIVENZIO
VODOPIVEC,3,VODOPIVEC
VOLONTE',3,VOLONTE'
VOLPICELLA,3,VOLPICELLA
VOLTOLINA,3,VOLTOLINA
ZACCAGNI,3,ZACCAGNI
ZACCAGNO,3,ZACCAGNO
ZACCHETTI,3,ZACCHETTI
ZACCONE,3,ZACCONE
ZADRO,3,ZADRO
ZAGHI,3,ZAGHI
ZAGORDI,3,ZAGORDI
ZAINO,3,ZAINO
ZAMANA,3,ZAMANA
ZAMARCO,3,ZAMARCO
ZAMATI,3,ZAMATI
ZAMBELLI,3,ZAMBELLI
ZAMBOTTI,3,ZAMBOTTI
ZAMMATARO,3,ZAMMATARO
ZAMPARESE,3,ZAMPARESE
ZAMPEDRI,3,ZAMPEDRI
ZAMPIERI,3,ZAMPIERI
ZAMPOLI,3,ZAMPOLI
ZAMPRONI,3,ZAMPRONI
ZAN,3,ZAN
ZANARDI,3,ZANARDI
ZANCA,3,ZANCA
ZANCHETTI,3,ZANCHETTI
ZANCHINI,3,ZANCHINI
ZANDOMENEGO,3,ZANDOMENEGO
ZANELETTI,3,ZANELETTI
ZANELLO,3,ZANELLO
ZANETTI,3,ZANETTI
ZANFINO,3,ZANFINO
ZANGRANDE,3,ZANGRANDE
ZANI,3,ZANI
ZANINELLI,3,ZANINELLI
ZANINO,3,ZANINO
ZANONI,3,ZANONI
ZANUCCOLI,3,ZANUCCOLI
ZAPPALA',3,ZAPPALA'
ZAPPELLI,3,ZAPPELLI
ZARAMELLA,3,ZARAMELLA
ZARO,3,ZARO
ZAVATTA,3,ZAVATTA
ZAVATTERI,3,ZAVATTERI
ZAVATTINI,3,ZAVATTINI
ZAZZARONI,3,ZAZZARONI
ZAZZERONI,3,ZAZZERONI
ZECCHIN,3,ZECCHIN
ZEDDA,3,ZEDDA
ZELMI,3,ZELMI
ZEN,3,ZEN
ZENERI,3,ZENERI
ZENNARO,3,ZENNARO
ZEPPA,3,ZEPPA
ZEPPILLO,3,ZEPPILLO
ZERBELLONI,3,ZERBELLONI
ZERBINO,3,ZERBINO
ZIANI,3,ZIANI
ZIGLIANI,3,ZIGLIANI
ZILIANI,3,ZILIANI
ZILLINO,3,ZILLINO
ZILLO,3,ZILLO
ZINGARELLA,3,ZINGARELLA
ZINGARO,3,ZINGARO
ZIRAVELLO,3,ZIRAVELLO
ZIVERI,3,ZIVERI
ZOCCA,3,ZOCCA
ZOCCOLA,3,ZOCCOLA
ZOIA,3,ZOIA
ZOLFANELLI,3,ZOLFANELLI
ZORA,3,ZORA
ZORDANI,3,ZORDANI
ZORZATI,3,ZORZATI
ZORZENONE,3,ZORZENONE
ZORZETTI,3,ZORZETTI
ZORZIN,3,ZORZIN
ZOTTINI,3,ZOTTINI
ZUAN,3,ZUAN
ZUANI,3,ZUANI
ZUCCARELLI,3,ZUCCARELLI
ZUCCATOSTA,3,ZUCCATOSTA
ZUCCHI,3,ZUCCHI
ZUFFADA,3,ZUFFADA
ZULIAN,3,ZULIAN
ZULLI,3,ZULLI
ZULLINO,3,ZULLINO
ZUMMO,3,ZUMMO
ZURRI,3,ZURRI
ABATANTUONO,3,ABATANTUONO
ABATE,3,ABATE
ABATEGIOVANNI,3,ABATEGIOVANNI
ABATICOLA,3,ABATICOLA
ABBADELLI,3,ABBADELLI
ABBASCIA,3,ABBASCIA
ABBATANTUONO,3,ABBATANTUONO
ABBATE,3,ABBATE
ABBATELLI,3,ABBATELLI
