lemma,poscode,surface
CASTAGNARO,3,CASTAGNARO
CASTAGNERO,3,CASTAGNERO
CASTAGNOLI,3,CASTAGNOLI
CASTANO,3,CASTANO
CASTELLANO,3,CASTELLANO
CASTELLAZZI,3,CASTELLAZZI
CASTELLINI,3,CASTELLINI
CASTELLUZZO,3,CASTELLUZZO
CASTELVECCHIO,3,CASTELVECCHIO
CASTRACANE,3,CASTRACANE
CASU,3,CASU
CATALANI,3,CATALANI
CATALDO,3,CATALDO
CATANIA,3,CATANIA
CATANZARO,3,CATANZARO
CATELLI,3,CATELLI
CATINO,3,CATINO
CATRAME,3,CATRAME
CATTALANO,3,CATTALANO
CATTANI,3,CATTANI
CATTINA,3,CATTINA
CATTONARO,3,CATTONARO
CAUSIO,3,CAUSIO
CAVACCIUTI,3,CAVACCIUTI
CAVAGNARI,3,CAVAGNARI
CAVAGNOLI,3,CAVAGNOLI
CAVALCANTE,3,CAVALCANTE
CAVALIERE,3,CAVALIERE
CAVALLI,3,CAVALLI
CAVALLO,3,CAVALLO
CAVANNA,3,CAVANNA
CAVASINO,3,CAVASINO
CAVAZZINI,3,CAVAZZINI
CAVERZAGHI,3,CAVERZAGHI
CAVIGLIONI,3,CAVIGLIONI
CAVOTO,3,CAVOTO
CAZZANIGA,3,CAZZANIGA
CAZZULANI,3,CAZZULANI
CECCARDI,3,CECCARDI
CECCARELLO,3,CECCARELLO
CECCHERINI,3,CECCHERINI
CECCHI,3,CECCHI
CECCONI,3,CECCONI
CECONI,3,CECONI
CEDOLINI,3,CEDOLINI
CEFARO,3,CEFARO
CEI,3,CEI
CELENTANO,3,CELENTANO
CELESTINO,3,CELESTINO
CELLA,3,CELLA
CELOTTO,3,CELOTTO
CENTA,3,CENTA
CENTELLES,3,CENTELLES
CENTONZE,3,CENTONZE
CEOLAN,3,CEOLAN
CERASA,3,CERASA
CERCATO,3,CERCATO
CERESA,3,CERESA
CERIANI,3,CERIANI
CERIOLI,3,CERIOLI
CERONE,3,CERONE
CERQUETTI,3,CERQUETTI
CERRI,3,CERRI
CERRO,3,CERRO
CERRUTI,3,CERRUTI
CERULLO,3,CERULLO
CERVELLERA,3,CERVELLERA
CERVERA,3,CERVERA
CERVINI,3,CERVINI
CERVONI,3,CERVONI
CERZOSO,3,CERZOSO
CESARATTI,3,CESARATTI
CESARI,3,CESARI
CESAROTTO,3,CESAROTTO
CESCHI,3,CESCHI
CESCHINELLI,3,CESCHINELLI
CESCOLINI,3,CESCOLINI
CESTARA,3,CESTARA
CHAPEL,3,CHAPEL
CHERCHI,3,CHERCHI
CHERICO,3,CHERICO
CHESSA,3,CHESSA
CHIACCHIO,3,CHIACCHIO
CHIAINI,3,CHIAINI
CHIANCA,3,CHIANCA
CHIANINI,3,CHIANINI
CHIAPPELLA,3,CHIAPPELLA
CHIAPPUZZO,3,CHIAPPUZZO
CHIARA,3,CHIARA
CHIARELLI,3,CHIARELLI
CHIARETTO,3,CHIARETTO
CHIARINI,3,CHIARINI
CHIAROTTO,3,CHIAROTTO
CHICOLI,3,CHICOLI
CHIERCHIA,3,CHIERCHIA
CHIERI,3,CHIERI
CHIERICI,3,CHIERICI
CHIGI,3,CHIGI
CHIN,3,CHIN
CHINETTI,3,CHINETTI
CHIODA,3,CHIODA
CHIODO,3,CHIODO
CHIONCHIO,3,CHIONCHIO
CHIRIGU,3,CHIRIGU
CIABATTONI,3,CIABATTONI
CIAMPI,3,CIAMPI
CIANCI,3,CIANCI
CIANI,3,CIANI
CIARALLO,3,CIARALLO
CIARCIA,3,CIARCIA
CIAVARELLA,3,CIAVARELLA
CIAVARRELLA,3,CIAVARRELLA
CICCARDINI,3,CICCARDINI
CICCARELLO,3,CICCARELLO
CICCONE,3,CICCONE
CICERO,3,CICERO
CICONI,3,CICONI
CIFARIELLO,3,CIFARIELLO
CIGOLI,3,CIGOLI
CILEA,3,CILEA
CILFONE,3,CILFONE
CILLO,3,CILLO
CIMAN,3,CIMAN
CIMARRUSTI,3,CIMARRUSTI
CIMATTI,3,CIMATTI
CIMBERLE,3,CIMBERLE
CIMINO,3,CIMINO
CIMMINI,3,CIMMINI
CINIERI,3,CINIERI
CINQUANTA,3,CINQUANTA
CINTI,3,CINTI
CIOFFI,3,CIOFFI
CIPITELLI,3,CIPITELLI
CIPOLLINI,3,CIPOLLINI
CIRCENSI,3,CIRCENSI
CIRCIO,3,CIRCIO
CIRESA,3,CIRESA
CIRIACO,3,CIRIACO
CIRIGNI,3,CIRIGNI
CIRILLI,3,CIRILLI
CIRINCIONI,3,CIRINCIONI
CIRONI,3,CIRONI
CISERANI,3,CISERANI
CITERIO,3,CITERIO
CITTERIO,3,CITTERIO
CIUFFINI,3,CIUFFINI
CIUNI,3,CIUNI
CIVARDI,3,CIVARDI
CIVIELLO,3,CIVIELLO
CLARICE,3,CLARICE
CLARICINI,3,CLARICINI
CLAVERI,3,CLAVERI
CLEMENTE,3,CLEMENTE
CLERICI,3,CLERICI
CLUN,3,CLUN
COCCHI,3,COCCHI
COCCONI,3,COCCONI
CODARI,3,CODARI
CODECA',3,CODECA'
CODEGHINI,3,CODEGHINI
COELI,3,COELI
COFFETTI,3,COFFETTI
COGNETTI,3,COGNETTI
COGORNO,3,COGORNO
COLA,3,COLA
COLACRESI,3,COLACRESI
COLANGELI,3,COLANGELI
COLANTUONO,3,COLANTUONO
COLAVITO,3,COLAVITO
COLELLA,3,COLELLA
COLETTA,3,COLETTA
COLLA,3,COLLA
COLLETTA,3,COLLETTA
COLLI,3,COLLI
COLOCRESI,3,COLOCRESI
COLOGNESI,3,COLOGNESI
COLOMBARI,3,COLOMBARI
COLOMBI,3,COLOMBI
COLONNA,3,COLONNA
COLOSO,3,COLOSO
COLUCCIA,3,COLUCCIA
COLUMBRO,3,COLUMBRO
COMAND,3,COMAND
COMARO,3,COMARO
COMBERIATI,3,COMBERIATI
COMELLI,3,COMELLI
COMINELLI,3,COMINELLI
COMO,3,COMO
COMPARINI,3,COMPARINI
CONCA,3,CONCA
CONDRO',3,CONDRO'
CONFETTURA,3,CONFETTURA
CONFUORTO,3,CONFUORTO
CONSENSI,3,CONSENSI
CONSOLI,3,CONSOLI
CONSOLO,3,CONSOLO
CONTALDO,3,CONTALDO
CONTE,3,CONTE
CONTINI,3,CONTINI
CONTRI,3,CONTRI
CONVERSO,3,CONVERSO
COPAT,3,COPAT
COPPARI,3,COPPARI
COPPO,3,COPPO
CORAI,3,CORAI
CORATELLI,3,CORATELLI
CORBARI,3,CORBARI
CORBELLINO,3,CORBELLINO
CORDANI,3,CORDANI
CORDELLA,3,CORDELLA
CORDONI,3,CORDONI
CORNA,3,CORNA
CORNALI,3,CORNALI
CORNARO,3,CORNARO
CORNETTI,3,CORNETTI
CORONA,3,CORONA
CORONEO,3,CORONEO
CORPO,3,CORPO
CORRADENGO,3,CORRADENGO
CORRADO,3,CORRADO
CORSI,3,CORSI
CORTELLINI,3,CORTELLINI
CORTESI,3,CORTESI
CORTINOVIS,3,CORTINOVIS
COSCARELLI,3,COSCARELLI
COSENTINI,3,COSENTINI
COSMACINI,3,COSMACINI
COSOLETO,3,COSOLETO
COSSU,3,COSSU
COSTA,3,COSTA
COSTAMAGNA,3,COSTAMAGNA
COSTANZA,3,COSTANZA
COSTARELLI,3,COSTARELLI
COSZACH,3,COSZACH
COTRONEO,3,COTRONEO
COTZA,3,COTZA
COVERI,3,COVERI
COVRE,3,COVRE
COZZOLINO,3,COZZOLINO
CRAIGHERO,3,CRAIGHERO
CREDI,3,CREDI
CREMAGNANI,3,CREMAGNANI
CREMONESE,3,CREMONESE
CREMONINI,3,CREMONINI
CRESCENZI,3,CRESCENZI
CRESCI,3,CRESCI
CRESCITELLI,3,CRESCITELLI
CREVANI,3,CREVANI
CRIBIO,3,CRIBIO
CRISAFULLI,3,CRISAFULLI
CRISANTO,3,CRISANTO
CRISCUOLO,3,CRISCUOLO
CRISPI,3,CRISPI
CRISPO,3,CRISPO
CRISTIANI,3,CRISTIANI
CRISTOFANI,3,CRISTOFANI
CRISTOFARO,3,CRISTOFARO
CRISTOFOLI,3,CRISTOFOLI
CRIVELLARI,3,CRIVELLARI
CROATTINI,3,CROATTINI
CROCI,3,CROCI
CROPELLI,3,CROPELLI
CROTTI,3,CROTTI
CRUCIANO,3,CRUCIANO
CUCCA,3,CUCCA
CUCCHIANI,3,CUCCHIANI
CUCCUS,3,CUCCUS
CUCINOTTA,3,CUCINOTTA
CUGGIA,3,CUGGIA
CULOS,3,CULOS
CULTRARO,3,CULTRARO
CUMERLE,3,CUMERLE
CUMINETTI,3,CUMINETTI
CUMINO,3,CUMINO
CUNEGATI,3,CUNEGATI
CUNEGO,3,CUNEGO
CUNEO,3,CUNEO
CUOCO,3,CUOCO
CURATOLA,3,CURATOLA
CURCIO,3,CURCIO
CURIO,3,CURIO
CUROTTI,3,CUROTTI
CURRO',3,CURRO'
CURTI,3,CURTI
CUSIMANO,3,CUSIMANO
CUSINATO,3,CUSINATO
CUSUMANO,3,CUSUMANO
D'ABROSCA,3,D'ABROSCA
D'ADDA,3,D'ADDA
D'AGARO,3,D'AGARO
D'ALENA,3,D'ALENA
D'ALOIA,3,D'ALOIA
D'AMATO,3,D'AMATO
D'AMBRUOSI,3,D'AMBRUOSI
D'AMONE,3,D'AMONE
D'ANDRIA,3,D'ANDRIA
D'ANNUNZIO,3,D'ANNUNZIO
D'AQUINO,3,D'AQUINO
D'ATTANASIO,3,D'ATTANASIO
D'AVANZO,3,D'AVANZO
D'ERRICO,3,D'ERRICO
D'ORLANDI,3,D'ORLANDI
D'URSI,3,D'URSI
DACCO',3,DACCO'
DAFFONCHIO,3,DAFFONCHIO
DAINESE,3,DAINESE
DALCIN,3,DALCIN
DALL'AGNOL,3,DALL'AGNOL
DALL'ERA,3,DALL'ERA
DALLARA,3,DALLARA
DALMASIO,3,DALMASIO
DAMETTI,3,DAMETTI
DANDRIA,3,DANDRIA
DANERO,3,DANERO
DANIEL,3,DANIEL
DANIOTTI,3,DANIOTTI
DANTILE,3,DANTILE
DARDANO,3,DARDANO
DASSE',3,DASSE'
DAVERIO,3,DAVERIO
DAVID,3,DAVID
DAVINI,3,DAVINI
DE-BELLIS,3,DE-BELLIS
DE-FILIPPIS,3,DE-FILIPPIS
DE-LUCA,3,DE-LUCA
DEBATTISTA,3,DEBATTISTA
DECAPITANI,3,DECAPITANI
DEFENDENTE,3,DEFENDENTE
DEFILIPPI,3,DEFILIPPI
DEFRANCESCHI,3,DEFRANCESCHI
DEGAN,3,DEGAN
DEGHENGHI,3,DEGHENGHI
DEGREGORIO,3,DEGREGORIO
DEIAS,3,DEIAS
DEJANA,3,DEJANA
DELFABBRO,3,DELFABBRO
DELFINO,3,DELFINO
DELL'ELCE,3,DELL'ELCE
DELLA,3,DELLA
DELLAMONICA,3,DELLAMONICA
DELLERA,3,DELLERA
DELMONTE,3,DELMONTE
DELUGAN,3,DELUGAN
DEMARCHIS,3,DEMARCHIS
DEMARTINIS,3,DEMARTINIS
DEMENEGHI,3,DEMENEGHI
DEMURTAS,3,DEMURTAS
DENIGRIS,3,DENIGRIS
DENTI,3,DENTI
DEODATO,3,DEODATO
DEPAOLI,3,DEPAOLI
DEPINE',3,DEPINE'
DESANCTIS,3,DESANCTIS
DESENZANI,3,DESENZANI
DESIDERI,3,DESIDERI
DETOND,3,DETOND
DEZZA,3,DEZZA
DI-CICCO,3,DI-CICCO
DI-MAIO,3,DI-MAIO
DI-PASQUALE,3,DI-PASQUALE
DIANA,3,DIANA
DIBARTOLO,3,DIBARTOLO
DIECI,3,DIECI
DIGNANI,3,DIGNANI
DILIBERTO,3,DILIBERTO
DIMATTIA,3,DIMATTIA
DINI,3,DINI
DIODATO,3,DIODATO
DIONI,3,DIONI
DIONISI,3,DIONISI
DIOTALLEVI,3,DIOTALLEVI
DISTEFANO,3,DISTEFANO
DO',3,DO'
DOGNINI,3,DOGNINI
DOLFI,3,DOLFI
DOLMETA,3,DOLMETA
DOMENICA,3,DOMENICA
DOMENIS,3,DOMENIS
DOMINICI,3,DOMINICI
DONADEO,3,DONADEO
DONATELLI,3,DONATELLI
DONATO,3,DONATO
DONDO,3,DONDO
DONI,3,DONI
DONISELLI,3,DONISELLI
DONNARUMMA,3,DONNARUMMA
DONNOLI,3,DONNOLI
DONZELLI,3,DONZELLI
DORE,3,DORE
DORIGATO,3,DORIGATO
DORIO,3,DORIO
DOSSENA,3,DOSSENA
DOTTO,3,DOTTO
DRAGO,3,DRAGO
DRAICCHIO,3,DRAICCHIO
DUCE,3,DUCE
DURANDI,3,DURANDI
DURANTI,3,DURANTI
DURSI,3,DURSI
ECCHER,3,ECCHER
ELIA,3,ELIA
ELLARO,3,ELLARO
ELTRUDIS,3,ELTRUDIS
ENGIARI,3,ENGIARI
ERBA,3,ERBA
ERCOLE,3,ERCOLE
ERMACORA,3,ERMACORA
ERROI,3,ERROI
ESPOSTI,3,ESPOSTI
EUFEMIA,3,EUFEMIA
EUSEBIO,3,EUSEBIO
FABBIANI,3,FABBIANI
FABBRICA,3,FABBRICA
FABIANO,3,FABIANO
FABRIZIO,3,FABRIZIO
FACCHETTI,3,FACCHETTI
FACCHINI,3,FACCHINI
FACCINI,3,FACCINI
FACCIOLINI,3,FACCIOLINI
FACCO,3,FACCO
FACINI,3,FACINI
FADDA,3,FADDA
FAES,3,FAES
FAGANELLI,3,FAGANELLI
FAGGINI,3,FAGGINI
FAIDUTTI,3,FAIDUTTI
FAITA,3,FAITA
FALASCHI,3,FALASCHI
FALCHERO,3,FALCHERO
FALCHI,3,FALCHI
FALCO,3,FALCO
FALCON,3,FALCON
FALCONETTI,3,FALCONETTI
FALLACARA,3,FALLACARA
FALSONI,3,FALSONI
FALZONI,3,FALZONI
FANELLA,3,FANELLA
FANETTI,3,FANETTI
FANIN,3,FANIN
FANTE,3,FANTE
FANTINI,3,FANTINI
FANTONI,3,FANTONI
FANUZZI,3,FANUZZI
FAPPANI,3,FAPPANI
FARALDI,3,FARALDI
FARE',3,FARE'
FARIOLI,3,FARIOLI
FARISELLI,3,FARISELLI
FARNESI,3,FARNESI
FARNOCCHI,3,FARNOCCHI
FARRE,3,FARRE
FARRO,3,FARRO
FARRUGIA,3,FARRUGIA
FASANO,3,FASANO
FASSETTA,3,FASSETTA
FATIGATI,3,FATIGATI
FAULI,3,FAULI
FAUSTI,3,FAUSTI
FAUSTO,3,FAUSTO
FAVALLI,3,FAVALLI
FAVARO,3,FAVARO
FAVERIO,3,FAVERIO
FAVRE,3,FAVRE
FAZI,3,FAZI
FAZZALARI,3,FAZZALARI
FAZZI,3,FAZZI
FAZZIO,3,FAZZIO
FEDA,3,FEDA
FEDELI,3,FEDELI
FEDERICO,3,FEDERICO
FELETTO,3,FELETTO
FELISI,3,FELISI
FELLETTO,3,FELLETTO
FELTRINELLI,3,FELTRINELLI
FENAROLI,3,FENAROLI
FENINI,3,FENINI
FENOGLIO,3,FENOGLIO
FENUCCIO,3,FENUCCIO
FEOLI,3,FEOLI
FERIGO,3,FERIGO
FERLA,3,FERLA
FERMAN,3,FERMAN
FERMO,3,FERMO
FERRACUTI,3,FERRACUTI
FERRAGUTTI,3,FERRAGUTTI
FERRANDO,3,FERRANDO
FERRARA,3,FERRARA
FERRARI,3,FERRARI
FERRARIS,3,FERRARIS
FERRA+Ü,3,FERRA+Ü
FERRAZZI,3,FERRAZZI
FERREA,3,FERREA
FERREOLI,3,FERREOLI
FERRERIO,3,FERRERIO
FERRETO,3,FERRETO
FERRI,3,FERRI
FERRIGNO,3,FERRIGNO
FERRILLO,3,FERRILLO
FERRO,3,FERRO
FERRONI,3,FERRONI
FETTOLINI,3,FETTOLINI
FIABANE,3,FIABANE
FICARAZZI,3,FICARAZZI
FIGALLO,3,FIGALLO
FIGINI,3,FIGINI
FIGONE,3,FIGONE
FILIALI,3,FILIALI
FILIDEI,3,FILIDEI
FILIPPAZZI,3,FILIPPAZZI
FILIPPO,3,FILIPPO
FILOCOMO,3,FILOCOMO
FILOSI,3,FILOSI
FILZ,3,FILZ
FINCATO,3,FINCATO
FINELLA,3,FINELLA
FINESCHI,3,FINESCHI
FINOTTI,3,FINOTTI
FINOZZO,3,FINOZZO
FIORA,3,FIORA
FIORAVANTI,3,FIORAVANTI
FIORDALISI,3,FIORDALISI
FIORDIGIGLIO,3,FIORDIGIGLIO
FIORELLO,3,FIORELLO
FIORENTINO,3,FIORENTINO
FIORESE,3,FIORESE
FIORI,3,FIORI
FIORINI,3,FIORINI
FIRENZE,3,FIRENZE
FISICARO,3,FISICARO
FITTIPALDI,3,FITTIPALDI
FIUMI,3,FIUMI
FLAIM,3,FLAIM
FLORA,3,FLORA
FLORES,3,FLORES
FLORESTANO,3,FLORESTANO
FLORIO,3,FLORIO
FOCA',3,FOCA'
FOGLIAZZA,3,FOGLIAZZA
FOLCHI,3,FOLCHI
FOLETTI,3,FOLETTI
FOLGHERAIT,3,FOLGHERAIT
FOLLA,3,FOLLA
FOLLIERO,3,FOLLIERO
FOLLO,3,FOLLO
FONTANARI,3,FONTANARI
FONTANELLA,3,FONTANELLA
FONTEBASSO,3,FONTEBASSO
FOPPA,3,FOPPA
FORASTIERI,3,FORASTIERI
FORESTI,3,FORESTI
FORLANI,3,FORLANI
FORMICOLA,3,FORMICOLA
FORNACIARI,3,FORNACIARI
FORNARINI,3,FORNARINI
FORNAROLI,3,FORNAROLI
FORNASIER,3,FORNASIER
FORNERA,3,FORNERA
FORNERON,3,FORNERON
FORNINO,3,FORNINO
FORTAREL,3,FORTAREL
FORTINI,3,FORTINI
FORTUNA,3,FORTUNA
FOSCHIATTI,3,FOSCHIATTI
FOSCO,3,FOSCO
FOSSALE,3,FOSSALE
FOTI,3,FOTI
FRACCHIOLLA,3,FRACCHIOLLA
FRAGALA,3,FRAGALA
FRAGOMENI,3,FRAGOMENI
FRANCALANCIA,3,FRANCALANCIA
FRANCESCATTI,3,FRANCESCATTI
FRANCESCHIN,3,FRANCESCHIN
FRANCESCHINI,3,FRANCESCHINI
FRANCESCOTTI,3,FRANCESCOTTI
FRANCESIO,3,FRANCESIO
FRANCHINO,3,FRANCHINO
FRANCIOLI,3,FRANCIOLI
FRANCIOSO,3,FRANCIOSO
FRANCO,3,FRANCO
FRANZEL+ÂN,3,FRANZEL+ÂN
FRANZINELLI,3,FRANZINELLI
FRANZOI,3,FRANZOI
FRANZOSI,3,FRANZOSI
FRARACCIO,3,FRARACCIO
FRASCAROLI,3,FRASCAROLI
FRASI,3,FRASI
FRASSINETTI,3,FRASSINETTI
FRATER,3,FRATER
FRATINI,3,FRATINI
FRATTINI,3,FRATTINI
FRAU,3,FRAU
FREDDI,3,FREDDI
FREGONI,3,FREGONI
FREGUGLIA,3,FREGUGLIA
FREZZI,3,FREZZI
FRICANO,3,FRICANO
FRIGERI,3,FRIGERI
FRIGHI,3,FRIGHI
FRISA,3,FRISA
FRISINGHELLI,3,FRISINGHELLI
FRITEGOTTO,3,FRITEGOTTO
FRIZZI,3,FRIZZI
FROLI,3,FROLI
FRONGIA,3,FRONGIA
FROSIO,3,FROSIO
FRUSCHI,3,FRUSCHI
FRUSCIONE,3,FRUSCIONE
FUGAZZA,3,FUGAZZA
FULCON,3,FULCON
FULCONIS,3,FULCONIS
FULICO,3,FULICO
FUMEI,3,FUMEI
FUNARI,3,FUNARI
FURCO,3,FURCO
FURIOSI,3,FURIOSI
FURNARI,3,FURNARI
FUSAR,3,FUSAR
FUSCHI,3,FUSCHI
FUSELLI,3,FUSELLI
FUSI,3,FUSI
FUSTINI,3,FUSTINI
GABALLO,3,GABALLO
GABBIO,3,GABBIO
GABOARDI,3,GABOARDI
GABRIELI,3,GABRIELI
GABURRI,3,GABURRI
GADDO,3,GADDO
GAETANO,3,GAETANO
GAGGERI,3,GAGGERI
GAGGIANO,3,GAGGIANO
GAGGIOLI,3,GAGGIOLI
GAGLIANO,3,GAGLIANO
GAGLIO,3,GAGLIO
GAIARDO,3,GAIARDO
GAIDO,3,GAIDO
GAITA,3,GAITA
GALANDA,3,GALANDA
GALANTINI,3,GALANTINI
GALASSO,3,GALASSO
GALATA,3,GALATA
GALAZZI,3,GALAZZI
GALBIATI,3,GALBIATI
GALENI,3,GALENI
GALEONI,3,GALEONI
GALEOTTO,3,GALEOTTO
GALETTI,3,GALETTI
GALIANI,3,GALIANI
GALIENI,3,GALIENI
GALIMBERTI,3,GALIMBERTI
GALINI,3,GALINI
GALIOTTO,3,GALIOTTO
GALLAS,3,GALLAS
GALLENO,3,GALLENO
GALLETTI,3,GALLETTI
GALLIANO,3,GALLIANO
GALLIENI,3,GALLIENI
GALLINARI,3,GALLINARI
GALLINO,3,GALLINO
GALLONI,3,GALLONI
GALLOTTINI,3,GALLOTTINI
GALLUPPI,3,GALLUPPI
GALOTTA,3,GALOTTA
GALUPPO,3,GALUPPO
GALVANINI,3,GALVANINI
GAMBA,3,GAMBA
GAMBARDELLA,3,GAMBARDELLA
GAMBARI,3,GAMBARI
GAMBATESA,3,GAMBATESA
GAMBERINI,3,GAMBERINI
GAMBINO,3,GAMBINO
GANCI,3,GANCI
GANDOLFI,3,GANDOLFI
GANGEMI,3,GANGEMI
GANORA,3,GANORA
GANZERLI,3,GANZERLI
GARALDI,3,GARALDI
GARBARI,3,GARBARI
GARBATI,3,GARBATI
GARBIN,3,GARBIN
GARBOLI,3,GARBOLI
GARDINI,3,GARDINI
GARELLA,3,GARELLA
GARGI,3,GARGI
GARGIULO,3,GARGIULO
GARIBOLDI,3,GARIBOLDI
GARLASCHI,3,GARLASCHI
GARLET,3,GARLET
GAROFALI,3,GAROFALI
GARRUTI,3,GARRUTI
GARUFFO,3,GARUFFO
GARUTI,3,GARUTI
GARZELLI,3,GARZELLI
GARZONI,3,GARZONI
GASPARINI,3,GASPARINI
GASPERI,3,GASPERI
GASTALDELLO,3,GASTALDELLO
GASTI,3,GASTI
GATTARA,3,GATTARA
GATTI,3,GATTI
GATTINONI,3,GATTINONI
GATTUSO,3,GATTUSO
GAUDENZIO,3,GAUDENZIO
GAVA,3,GAVA
GAVAZZENI,3,GAVAZZENI
GAVIN,3,GAVIN
GAVIRATI,3,GAVIRATI
GAZZANIGA,3,GAZZANIGA
GAZZOLA,3,GAZZOLA
GEBBIA,3,GEBBIA
GELLERA,3,GELLERA
GEMELLI,3,GEMELLI
GENCO,3,GENCO
GENERO,3,GENERO
GENNAIO,3,GENNAIO
GENOVESI,3,GENOVESI
GENTILE,3,GENTILE
GERACE,3,GERACE
GERARI,3,GERARI
GERELLI,3,GERELLI
GERMANO,3,GERMANO
GERMINI,3,GERMINI
GEROLA,3,GEROLA
GEROLIMI,3,GEROLIMI
GERVASINI,3,GERVASINI
GESSA,3,GESSA
GESUALDO,3,GESUALDO
GHELFI,3,GHELFI
GHENO,3,GHENO
GHERARDO,3,GHERARDO
GHETTI,3,GHETTI
GHIANDA,3,GHIANDA
GHIGLIA,3,GHIGLIA
GHIGLIO,3,GHIGLIO
GHIGNA,3,GHIGNA
GHILLANI,3,GHILLANI
GHINI,3,GHINI
GHIONI,3,GHIONI
GHIOTTI,3,GHIOTTI
GHIRARDELLI,3,GHIRARDELLI
GHIRINGHELLI,3,GHIRINGHELLI
GHISALBERTI,3,GHISALBERTI
GHISILIERI,3,GHISILIERI
GHISOLI,3,GHISOLI
GHIZZARDI,3,GHIZZARDI
GIACCO,3,GIACCO
GIACO',3,GIACO'
GIACOBBO,3,GIACOBBO
GIACOMAZZO,3,GIACOMAZZO
GIACOMETTI,3,GIACOMETTI
GIACOMINI,3,GIACOMINI
GIACONI,3,GIACONI
GIAIMO,3,GIAIMO
GIALLONARDI,3,GIALLONARDI
GIAMBELLI,3,GIAMBELLI
GIAMBO',3,GIAMBO'
GIAMBRA,3,GIAMBRA
GIAMPAOLO,3,GIAMPAOLO
GIANFROTTA,3,GIANFROTTA
GIANI',3,GIANI'
GIANNELLI,3,GIANNELLI
GIANNICHEDDA,3,GIANNICHEDDA
GIANNINI,3,GIANNINI
GIANNONI,3,GIANNONI
GIANQUINTA,3,GIANQUINTA
GIAQUINTO,3,GIAQUINTO
GIARRATANA,3,GIARRATANA
GIARRUSSO,3,GIARRUSSO
GIAVERI,3,GIAVERI
GIBERTI,3,GIBERTI
GIGLIA,3,GIGLIA
GILARDINI,3,GILARDINI
GILARDONE,3,GILARDONE
GILET,3,GILET
GINAMI,3,GINAMI
GINGHINI,3,GINGHINI
GIOFFRE',3,GIOFFRE'
GIOFFREDO,3,GIOFFREDO
GIOITTA,3,GIOITTA
GIORDANI,3,GIORDANI
GIORDO,3,GIORDO
GIORGI,3,GIORGI
GIORI,3,GIORI
GIOS,3,GIOS
GIOVANARDI,3,GIOVANARDI
GIOVANNARDI,3,GIOVANNARDI
GIOVANNIELLO,3,GIOVANNIELLO
GIOVANNONI,3,GIOVANNONI
GIOVINAZZO,3,GIOVINAZZO
GIRASIA,3,GIRASIA
GIRELLI,3,GIRELLI
GIRGENTINI,3,GIRGENTINI
GIROLAMO,3,GIROLAMO
GIRONDA,3,GIRONDA
GIROTTO,3,GIROTTO
GIUBBA,3,GIUBBA
GIUDICE,3,GIUDICE
GIUFFRA,3,GIUFFRA
GIUGGIA,3,GIUGGIA
GIUGLIANO,3,GIUGLIANO
GIULEBBI,3,GIULEBBI
GIULIANO,3,GIULIANO
GIUMELLI,3,GIUMELLI
GIUNTINI,3,GIUNTINI
GIUPPONI,3,GIUPPONI
GIURIATI,3,GIURIATI
GIUSBERTI,3,GIUSBERTI
GIUSTINA,3,GIUSTINA
GIUSTINIANO,3,GIUSTINIANO
GLERIA,3,GLERIA
GLIOZZI,3,GLIOZZI
GNES,3,GNES
GNESOTTO,3,GNESOTTO
GOBBETTI,3,GOBBETTI
GOBBO,3,GOBBO
GODEAS,3,GODEAS
GOGGI,3,GOGGI
GOGLIO,3,GOGLIO
GOLA,3,GOLA
GOLIN,3,GOLIN
GOLLES,3,GOLLES
GOLOP,3,GOLOP
GOREFFI,3,GOREFFI
GORETTI,3,GORETTI
GORGO,3,GORGO
GORIA,3,GORIA
GORINI,3,GORINI
GORNATI,3,GORNATI
GORO,3,GORO
GORRETA,3,GORRETA
GORTANI,3,GORTANI
GOSPARINI,3,GOSPARINI
GOTTARDI,3,GOTTARDI
GOTTARELLI,3,GOTTARELLI
GOVONE,3,GOVONE
GOZZA,3,GOZZA
GOZZO,3,GOZZO
GRADA,3,GRADA
GRAINER,3,GRAINER
GRANDE,3,GRANDE
GRANELLI,3,GRANELLI
GRANZOTTO,3,GRANZOTTO
GRASSANO,3,GRASSANO
GRASSO,3,GRASSO
GRAVANI,3,GRAVANI
GRAZIADEI,3,GRAZIADEI
GRAZIANI,3,GRAZIANI
GRAZZANI,3,GRAZZANI
GRECO,3,GRECO
GREGORI,3,GREGORI
GREMMO,3,GREMMO
GRIECO,3,GRIECO
GRIFFI,3,GRIFFI
GRIFI,3,GRIFI
GRIGOLETTI,3,GRIGOLETTI
GRIGOLLI,3,GRIGOLLI
GRILLI,3,GRILLI
GRIMALDI,3,GRIMALDI
GRIMOLDI,3,GRIMOLDI
GRIONI,3,GRIONI
GRISANTI,3,GRISANTI
GRISOLIA,3,GRISOLIA
GRISOSTOMO,3,GRISOSTOMO
GRISPO,3,GRISPO
GROLLI,3,GROLLI
GROPPELLI,3,GROPPELLI
GROSSO,3,GROSSO
GRUFE',3,GRUFE'
GRUPPELLI,3,GRUPPELLI
GUAITA,3,GUAITA
GUALAZZI,3,GUALAZZI
GUALDANI,3,GUALDANI
GUALINI,3,GUALINI
GUANO,3,GUANO
GUARDUCCI,3,GUARDUCCI
GUARINI,3,GUARINI
GUARINONI,3,GUARINONI
GUARNERI,3,GUARNERI
GUARNIERI,3,GUARNIERI
