lemma,poscode,surface
Ottavia,3,Ottavia
Olga,3,Olga
Onoria,3,Onoria
Onfale,3,Onfale
Olivia,3,Olivia
Ondina,3,Ondina
Onorata,3,Onorata
Odetta,3,Odetta
Otilia,3,Otilia
Oriella,3,Oriella
Olimpia,3,Olimpia
Orietta,3,Orietta
Orsina,3,Orsina
Onorina,3,Onorina
Oride,3,Oride
Ornella,3,Ornella
Oria,3,Oria
Ornelia,3,Ornelia
Orsola,3,Orsola
Oriade,3,Oriade
Oriana,3,Oriana
Ortenzia,3,Ortenzia
Osanna,3,Osanna
Oddo,3,Oddo
Odino,3,Odino
Orio,3,Orio
Oberto,3,Oberto
Olindo,3,Olindo
Omar,3,Omar
Oderico,3,Oderico
Onofrio,3,Onofrio
Orfeo,3,Orfeo
Oliviero,3,Oliviero
Onorato,3,Onorato
Orlando,3,Orlando
Omero,3,Omero
Ortensio,3,Ortensio
Oscar,3,Oscar
Orazio,3,Orazio
Ostiano,3,Ostiano
Ovidio,3,Ovidio
Oronzo,3,Oronzo
Ottavio,3,Ottavio
Oreste,3,Oreste
Osmondo,3,Osmondo
Otello,3,Otello
Ottaviano,3,Ottaviano
Osvaldo,3,Osvaldo
Paola,3,Paola
Patrizia,3,Patrizia
Pandora,3,Pandora
Perla,3,Perla
Petronilla,3,Petronilla
Pelagia,3,Pelagia
Palmira,3,Palmira
Piera,3,Piera
Preziosa,3,Preziosa
Penelope,3,Penelope
Placida,3,Placida
Priscilla,3,Priscilla
Pompea,3,Pompea
Prospera,3,Prospera
Pia,3,Pia
Porzia,3,Porzia
Palazia,3,Palazia
Porsia,3,Porsia
Pulcheria,3,Pulcheria
Pamelia,3,Pamelia
Prisca,3,Prisca
Pamela,3,Pamela
Perpetua,3,Perpetua
Polissena,3,Polissena
Pasqua,3,Pasqua
Palladia,3,Palladia
Panacea,3,Panacea
Pasquale,3,Pasquale
Patrizio,3,Patrizio
Palmiro,3,Palmiro
Pacomio,3,Pacomio
Pelagio,3,Pelagio
Paolo,3,Paolo
Palamede,3,Palamede
Peleo,3,Peleo
Pietro,3,Pietro
Piero,3,Piero
Pompeo,3,Pompeo
Pancrazio,3,Pancrazio
Placido,3,Placido
Petronio,3,Petronio
Perseo,3,Perseo
Plinio,3,Plinio
Publio,3,Publio
Prezioso,3,Prezioso
Pio,3,Pio
Porfirio,3,Porfirio
Ponzio,3,Ponzio
Pierluigi,3,Pierluigi
Piergiorgio,3,Piergiorgio
Pierangelo,3,Pierangelo
Paride,3,Paride
Piersilvio,3,Piersilvio
Pandolfo,3,Pandolfo
Ramona,3,Ramona
Rebecca,3,Rebecca
Rachele,3,Rachele
Rebina,3,Rebina
Romina,3,Romina
Raffaella,3,Raffaella
Rosa,3,Rosa
Ruth,3,Ruth
Raimonda,3,Raimonda
Rodope,3,Rodope
Rosaria,3,Rosaria
Rosamunda,3,Rosamunda
Rosalia,3,Rosalia
Rubina,3,Rubina
Rufina,3,Rufina
Renata,3,Renata
Romilda,3,Romilda
Riccarda,3,Riccarda
Romola,3,Romola
Regina,3,Regina
Rutilia,3,Rutilia
Rossella,3,Rossella
Rossana,3,Rossana
Roberta,3,Roberta
Rosalia,3,Rosalia
Redenta,3,Redenta
Rosalinda,3,Rosalinda
Rosalba,3,Rosalba
Raimondo,3,Raimondo
Riccardo,3,Riccardo
Raffaele,3,Raffaele
Raniero,3,Raniero
Rigoberto,3,Rigoberto
Raffaello,3,Raffaello
Rinaldo,3,Rinaldo
Roberto,3,Roberto
Remiro,3,Remiro
Remigio,3,Remigio
Rocco,3,Rocco
Rodrigo,3,Rodrigo
Remo,3,Remo
Romeo,3,Romeo
Romualdo,3,Romualdo
Rodolfo,3,Rodolfo
Romolo,3,Romolo
Rosario,3,Rosario
Randolfo,3,Randolfo
Raul,3,Raul
Rubiano,3,Rubiano
Rolando,3,Rolando
Renato,3,Renato
Ruggero,3,Ruggero
Romano,3,Romano
Rosalino,3,Rosalino
Roderico,3,Roderico
Redenzio,3,Redenzio
Sabina,3,Sabina
Savina,3,Savina
Sabrina,3,Sabrina
Salvatrice,3,Salvatrice
Salvadora,3,Salvadora
Samantha,3,Samantha
Samuela,3,Samuela
Santina,3,Santina
Sara,3,Sara
Saturna,3,Saturna
Saturnia,3,Saturnia
Saveria,3,Saveria
Scilla,3,Scilla
Scolastica,3,Scolastica
Sebastiana,3,Sebastiana
Selene,3,Selene
Selena,3,Selena
Selenia,3,Selenia
Selma,3,Selma
Selvaggia,3,Selvaggia
Semira,3,Semira
Serafina,3,Serafina
Serena,3,Serena
Serenilla,3,Serenilla
Severa,3,Severa
Severina,3,Severina
Sibilla,3,Sibilla
Simonea,3,Simonea
Silia,3,Silia
Simonetta,3,Simonetta
Sira,3,Sira
Simea,3,Simea
Simona,3,Simona
Silva,3,Silva
Selvina,3,Selvina
Sidonia,3,Sidonia
Silvia,3,Silvia
Selva,3,Selva
Silvana,3,Silvana
Sirena,3,Sirena
Siria,3,Siria
Sira,3,Sira
Smeralda,3,Smeralda
Sobilia,3,Sobilia
Sofia,3,Sofia
Sonia,3,Sonia
Sofronia,3,Sofronia
Sole,3,Sole
Solidea,3,Solidea
Speranza,3,Speranza
Stefania,3,Stefania
Stenia,3,Stenia
Stena,3,Stena
Stella,3,Stella
Susanna,3,Susanna
Sveva,3,Sveva
Sueva,3,Sueva
Salvino,3,Salvino
Salesio,3,Salesio
Salmoneo,3,Salmoneo
Samuele,3,Samuele
Sabatino,3,Sabatino
Savio,3,Savio
Sansone,3,Sansone
Saturnino,3,Saturnino
Saul,3,Saul
Sabino,3,Sabino
Savino,3,Savino
Saverio,3,Saverio
Salomone,3,Salomone
Salvatore,3,Salvatore
Salvo,3,Salvo
Salverio,3,Salverio
Sario,3,Sario
Sauro,3,Sauro
Sebastiano,3,Sebastiano
Simmaco,3,Simmaco
Senesio,3,Senesio
Serse,3,Serse
Sisto,3,Sisto
Simone,3,Simone
Santo,3,Santo
Santino,3,Santino
Simeone,3,Simeone
Sico,3,Sico
Silvio,3,Silvio
Simplicio,3,Simplicio
Selesio,3,Selesio
Sinisio,3,Sinisio
Siro,3,Siro
Sempronio,3,Sempronio
Serafino,3,Serafino
Sisto,3,Sisto
Sereno,3,Sereno
Socrate,3,Socrate
Sotero,3,Sotero
Sidone,3,Sidone
Silvestro,3,Silvestro
Stanislao,3,Stanislao
Scipione,3,Scipione
Severino,3,Severino
Stefano,3,Stefano
Sigfrido,3,Sigfrido
Silvano,3,Silvano
Sergio,3,Sergio
Sileno,3,Sileno
Silio,3,Silio
Sem,3,Sem
Sabele,3,Sabele
Sagare,3,Sagare
Sallustio,3,Sallustio
Salvio,3,Salvio
Tabata,3,Tabata
Tecla,3,Tecla
Teodolinda,3,Teodolinda
Teresa,3,Teresa
Tessa,3,Tessa
Teodora,3,Teodora
Tea,3,Tea
Tiana,3,Tiana
Taide,3,Taide
Tatiana,3,Tatiana
Tamara,3,Tamara
Tania,3,Tania
Tilde,3,Tilde
Tina,3,Tina
Titina,3,Titina
Tosca,3,Tosca
Tarsilia,3,Tarsilia
Tita,3,Tita
Tazia,3,Tazia
Tiberia,3,Tiberia
Tiziana,3,Tiziana
Tolomea,3,Tolomea
Tristana,3,Tristana
Tullia,3,Tullia
Trofimena,3,Trofimena
Trifena,3,Trifena
Tomaide,3,Tomaide
Titania,3,Titania
Tisbe,3,Tisbe
Teti,3,Teti
Terenzia,3,Terenzia
Teonilla,3,Teonilla
Tedosia,3,Tedosia
Temi,3,Temi
Telica,3,Telica
Taurina,3,Taurina
Tabita,3,Tabita
Tisha,3,Tisha
Teo,3,Teo
Teodolindo,3,Teodolindo
Teodoro,3,Teodoro
Teresio,3,Teresio
Tarsilio,3,Tarsilio
Tazio,3,Tazio
Tarcisio,3,Tarcisio
Tanino,3,Tanino
Tano,3,Tano
Tancredi,3,Tancredi
Taddeo,3,Taddeo
Tosco,3,Tosco
Telesforo,3,Telesforo
Teobaldo,3,Teobaldo
Tibaldo,3,Tibaldo
Terenzio,3,Terenzio
Teseo,3,Teseo
Tiberio,3,Tiberio
Timoteo,3,Timoteo
Tito,3,Tito
Tiziano,3,Tiziano
Tobia,3,Tobia
Tommaso,3,Tommaso
Tristano,3,Tristano
Tuccio,3,Tuccio
Tulio,3,Tulio
Trifone,3,Trifone
Torquato,3,Torquato
Tindario,3,Tindario
Terzio,3,Terzio
Teodosio,3,Teodosio
Teoberto,3,Teoberto
Teocrito,3,Teocrito
Tassilo,3,Tassilo
Tarasio,3,Tarasio
Talo,3,Talo
Tacco,3,Tacco
Nicolò,3,Nicolò
Niccolò,3,Niccolò
Natale,3,Natale
Novilio,3,Novilio
Novato,3,Novato
Norberto,3,Norberto
Niceto,3,Niceto
Nazario,3,Nazario
Nicomaco,3,Nicomaco
Niso,3,Niso
Ubalda,3,Ubalda
Urania,3,Urania
Unna,3,Unna
Ulrica,3,Ulrica
Umberta,3,Umberta
Ubalda,3,Ubalda
Ulfa,3,Ulfa
Ugolina,3,Ugolina
Ursula,3,Ursula
Uta,3,Uta
Ubaldo,3,Ubaldo
Uberto,3,Uberto
Umbro,3,Umbro
Umberto,3,Umberto
Ulisse,3,Ulisse
Ulrico,3,Ulrico
Ulderico,3,Ulderico
Ugo,3,Ugo
Ursicio,3,Ursicio
Uriele,3,Uriele
Viola,3,Viola
Violetta,3,Violetta
Valentina,3,Valentina
Valenzia,3,Valenzia
Vanessa,3,Vanessa
Veronica,3,Veronica
Virginia,3,Virginia
Vittoria,3,Vittoria
Vittorina,3,Vittorina
Vittoriana,3,Vittoriana
Vanda,3,Vanda
Vincenza,3,Vincenza
Vera,3,Vera
Verdiana,3,Verdiana
Veridiana,3,Veridiana
Verena,3,Verena
Vetulia,3,Vetulia
Viviana,3,Viviana
Virna,3,Virna
Violante,3,Violante
Vienna,3,Vienna
Valchiria,3,Valchiria
Valeriana,3,Valeriana
Valeria,3,Valeria
Vania,3,Vania
Vanna,3,Vanna
Velia,3,Velia
Venera,3,Venera
Veneranda,3,Veneranda
Verbena,3,Verbena
Verilla,3,Verilla
Vesna,3,Vesna
Velma,3,Velma
Vlasta,3,Vlasta
Valdetruda,3,Valdetruda
Venanzio,3,Venanzio
Venazio,3,Venazio
Valdemaro,3,Valdemaro
Valdimaro,3,Valdimaro
Valente,3,Valente
Valentino,3,Valentino
Valeriano,3,Valeriano
Valerio,3,Valerio
Venceslao,3,Venceslao
Vilfrido,3,Vilfrido
Virgilio,3,Virgilio
Vitale,3,Vitale
Vitalio,3,Vitalio
Vincenzo,3,Vincenzo
Vittorio,3,Vittorio
Vittorino,3,Vittorino
Volfango,3,Volfango
Volfrano,3,Volfrano
Vladimiro,3,Vladimiro
Viviano,3,Viviano
Valdo,3,Valdo
Vanni,3,Vanni
Vanio,3,Vanio
Varo,3,Varo
Vasco,3,Vasco
Venturino,3,Venturino
Vezio,3,Vezio
Vespasiano,3,Vespasiano
Vinicio,3,Vinicio
Virginio,3,Virginio
Vito,3,Vito
Voltero,3,Voltero
Vedasto,3,Vedasto
Velio,3,Velio
Vidone,3,Vidone
Vilfredo,3,Vilfredo
Zebina,3,Zebina
Zaffira,3,Zaffira
Zafira,3,Zafira
Zenaide,3,Zenaide
Zaira,3,Zaira
Zama,3,Zama
Zanobia,3,Zanobia
Zemira,3,Zemira
Zanita,3,Zanita
Zara,3,Zara
Zoraida,3,Zoraida
Zelinda,3,Zelinda
Zelmira,3,Zelmira
Zerlina,3,Zerlina
Zina,3,Zina
Zita,3,Zita
Zoe,3,Zoe
Zula,3,Zula
Zoie,3,Zoie
Zahia,3,Zahia
Zoya,3,Zoya
Zaccaria,3,Zaccaria
Zaccheo,3,Zaccheo
Zebedeo,3,Zebedeo
Zafferino,3,Zafferino
Zefirino,3,Zefirino
Zelfirino,3,Zelfirino
Zefiro,3,Zefiro
Zeffiro,3,Zeffiro
Zelindo,3,Zelindo
Zeno,3,Zeno
Zanobio,3,Zanobio
Zenio,3,Zenio
Zenone,3,Zenone
Zerbino,3,Zerbino
Zetico,3,Zetico
Zoilo,3,Zoilo
Zito,3,Zito
Zlatan,3,Zlatan
Zoran,3,Zoran
Zac,3,Zac
Zabel,3,Zabel
